PKAIZ	5179
magmar	teleport
magmar	mimic
magmar	screech
magmar	double team
magmar	smokescreen
magmar	confuse ray
magmar	focus energy
magmar	bide
magmar	metronome
magmar	smog
magmar	fire blast
magmar	skull bash
magmar	poison gas
magmar	psywave
magmar	rest
magmar	substitute
gyarados	bind
gyarados	headbutt
gyarados	tackle
gyarados	body slam
gyarados	take down
gyarados	thrash
gyarados	double-edge
gyarados	leer
gyarados	bite
gyarados	roar
gyarados	flamethrower
gyarados	water gun
gyarados	hydro pump
gyarados	surf
gyarados	ice beam
gyarados	blizzard
gyarados	bubble beam
gyarados	hyper beam
gyarados	strength
gyarados	dragon rage
gyarados	thunderbolt
gyarados	thunder wave
gyarados	thunder
gyarados	earthquake
gyarados	toxic
gyarados	rage
gyarados	mimic
gyarados	double team
gyarados	reflect
gyarados	focus energy
gyarados	bide
gyarados	fire blast
gyarados	waterfall
gyarados	skull bash
gyarados	splash
gyarados	rest
gyarados	substitute
vaporeon	pay day
vaporeon	double kick
vaporeon	sand attack
vaporeon	headbutt
vaporeon	tackle
vaporeon	body slam
vaporeon	take down
vaporeon	double-edge
vaporeon	tail whip
vaporeon	bite
vaporeon	growl
vaporeon	roar
vaporeon	mist
vaporeon	water gun
vaporeon	hydro pump
vaporeon	surf
vaporeon	ice beam
vaporeon	blizzard
vaporeon	bubble beam
vaporeon	aurora beam
vaporeon	hyper beam
vaporeon	strength
vaporeon	dig
vaporeon	toxic
vaporeon	quick attack
vaporeon	rage
vaporeon	mimic
vaporeon	double team
vaporeon	haze
vaporeon	reflect
vaporeon	focus energy
vaporeon	bide
vaporeon	waterfall
vaporeon	swift
vaporeon	skull bash
vaporeon	bubble
vaporeon	acid armor
vaporeon	rest
vaporeon	substitute
jolteon	pay day
jolteon	double kick
jolteon	sand attack
jolteon	headbutt
jolteon	tackle
jolteon	body slam
jolteon	take down
jolteon	double-edge
jolteon	tail whip
jolteon	pin missile
jolteon	bite
jolteon	growl
jolteon	roar
jolteon	hyper beam
jolteon	strength
jolteon	thunder shock
jolteon	thunderbolt
jolteon	thunder wave
jolteon	thunder
jolteon	dig
jolteon	toxic
jolteon	agility
jolteon	quick attack
jolteon	rage
jolteon	mimic
jolteon	double team
jolteon	light screen
jolteon	reflect
jolteon	focus energy
jolteon	bide
jolteon	swift
jolteon	skull bash
jolteon	flash
jolteon	rest
jolteon	substitute
flareon	pay day
flareon	double kick
flareon	sand attack
flareon	headbutt
flareon	tackle
flareon	body slam
flareon	take down
flareon	double-edge
flareon	tail whip
flareon	leer
flareon	bite
flareon	growl
flareon	roar
flareon	ember
flareon	flamethrower
flareon	hyper beam
flareon	strength
flareon	fire spin
flareon	dig
flareon	toxic
flareon	quick attack
flareon	rage
flareon	mimic
flareon	double team
flareon	reflect
flareon	focus energy
flareon	bide
flareon	smog
flareon	fire blast
flareon	swift
flareon	skull bash
flareon	rest
flareon	substitute
omastar	bind
omastar	sand attack
omastar	headbutt
omastar	horn attack
omastar	horn drill
omastar	body slam
omastar	take down
omastar	double-edge
omastar	pin missile
omastar	leer
omastar	bite
omastar	supersonic
omastar	water gun
omastar	hydro pump
omastar	surf
omastar	ice beam
omastar	blizzard
omastar	bubble beam
omastar	hyper beam
omastar	submission
omastar	seismic toss
omastar	rock throw
omastar	toxic
omastar	rage
omastar	mimic
omastar	double team
omastar	withdraw
omastar	reflect
omastar	bide
omastar	waterfall
omastar	skull bash
omastar	spike cannon
omastar	constrict
omastar	rest
omastar	rock slide
omastar	substitute
kabutops	scratch
kabutops	razor wind
kabutops	swords dance
kabutops	cut
kabutops	mega kick
kabutops	sand attack
kabutops	headbutt
kabutops	body slam
kabutops	take down
kabutops	double-edge
kabutops	leer
kabutops	water gun
kabutops	hydro pump
kabutops	surf
kabutops	ice beam
kabutops	blizzard
kabutops	bubble beam
kabutops	hyper beam
kabutops	submission
kabutops	low kick
kabutops	seismic toss
kabutops	absorb
kabutops	mega drain
kabutops	rock throw
kabutops	dig
kabutops	toxic
kabutops	rage
kabutops	mimic
kabutops	screech
kabutops	double team
kabutops	harden
kabutops	confuse ray
kabutops	reflect
kabutops	bide
kabutops	waterfall
kabutops	skull bash
kabutops	leech life
kabutops	rest
kabutops	rock slide
kabutops	slash
kabutops	substitute
snorlax	mega punch
snorlax	pay day
snorlax	fire punch
snorlax	ice punch
snorlax	thunder punch
snorlax	whirlwind
snorlax	mega kick
snorlax	headbutt
snorlax	tackle
snorlax	body slam
snorlax	take down
snorlax	double-edge
snorlax	bite
snorlax	flamethrower
snorlax	water gun
snorlax	hydro pump
snorlax	surf
snorlax	ice beam
snorlax	blizzard
snorlax	bubble beam
snorlax	hyper beam
snorlax	submission
snorlax	counter
snorlax	seismic toss
snorlax	strength
snorlax	solar beam
snorlax	thunderbolt
snorlax	thunder
snorlax	earthquake
snorlax	fissure
snorlax	dig
snorlax	toxic
snorlax	psychic
snorlax	rage
snorlax	mimic
snorlax	screech
snorlax	double team
snorlax	harden
snorlax	defense curl
snorlax	reflect
snorlax	bide
snorlax	metronome
snorlax	self-destruct
snorlax	lick
snorlax	fire blast
snorlax	skull bash
snorlax	amnesia
snorlax	psywave
snorlax	rest
snorlax	rock slide
snorlax	substitute
dragonair	bind
dragonair	slam
dragonair	headbutt
dragonair	horn drill
dragonair	body slam
dragonair	wrap
dragonair	take down
dragonair	double-edge
dragonair	leer
dragonair	flamethrower
dragonair	water gun
dragonair	hydro pump
dragonair	surf
dragonair	ice beam
dragonair	blizzard
dragonair	bubble beam
dragonair	hyper beam
dragonair	dragon rage
dragonair	fire spin
dragonair	thunderbolt
dragonair	thunder wave
dragonair	thunder
dragonair	toxic
dragonair	agility
dragonair	rage
dragonair	mimic
dragonair	double team
dragonair	light screen
dragonair	haze
dragonair	reflect
dragonair	bide
dragonair	fire blast
dragonair	waterfall
dragonair	swift
dragonair	skull bash
dragonair	rest
dragonair	substitute
dragonite	mega punch
dragonite	fire punch
dragonite	ice punch
dragonite	thunder punch
dragonite	razor wind
dragonite	cut
dragonite	wing attack
dragonite	fly
dragonite	bind
dragonite	slam
dragonite	mega kick
dragonite	headbutt
dragonite	horn drill
dragonite	body slam
dragonite	wrap
dragonite	take down
dragonite	double-edge
dragonite	leer
dragonite	roar
dragonite	flamethrower
dragonite	mist
dragonite	water gun
dragonite	hydro pump
dragonite	surf
dragonite	ice beam
dragonite	blizzard
dragonite	bubble beam
dragonite	hyper beam
dragonite	low kick
dragonite	strength
dragonite	dragon rage
dragonite	fire spin
dragonite	thunderbolt
dragonite	thunder wave
dragonite	thunder
dragonite	earthquake
dragonite	toxic
dragonite	agility
dragonite	rage
dragonite	mimic
dragonite	double team
dragonite	light screen
dragonite	haze
dragonite	reflect
dragonite	bide
dragonite	metronome
dragonite	fire blast
dragonite	waterfall
dragonite	swift
dragonite	skull bash
dragonite	rest
dragonite	rock slide
dragonite	substitute
mew	pound
mew	mega punch
mew	pay day
mew	fire punch
mew	ice punch
mew	thunder punch
mew	razor wind
mew	swords dance
mew	cut
mew	whirlwind
mew	fly
mew	bind
mew	mega kick
mew	headbutt
mew	horn drill
mew	body slam
mew	take down
mew	double-edge
mew	pin missile
mew	roar
mew	flamethrower
mew	water gun
mew	hydro pump
mew	surf
mew	ice beam
mew	blizzard
mew	psybeam
mew	bubble beam
mew	hyper beam
mew	submission
mew	low kick
mew	counter
mew	seismic toss
mew	strength
mew	mega drain
mew	solar beam
mew	string shot
mew	dragon rage
mew	fire spin
mew	thunderbolt
mew	thunder wave
mew	thunder
mew	earthquake
mew	fissure
mew	dig
mew	toxic
mew	confusion
mew	psychic
mew	hypnosis
mew	agility
mew	rage
mew	teleport
mew	night shade
mew	mimic
mew	screech
mew	double team
mew	confuse ray
mew	defense curl
mew	barrier
mew	light screen
mew	haze
mew	reflect
mew	focus energy
mew	bide
mew	metronome
mew	self-destruct
mew	egg bomb
mew	fire blast
mew	waterfall
mew	swift
mew	skull bash
mew	amnesia
mew	soft-boiled
mew	dream eater
mew	leech life
mew	sky attack
mew	transform
mew	flash
mew	psywave
mew	explosion
mew	rest
mew	rock slide
mew	tri attack
mew	super fang
mew	substitute
ivysaur	swords dance
ivysaur	cut
ivysaur	bind
ivysaur	vine whip
ivysaur	headbutt
ivysaur	tackle
ivysaur	body slam
ivysaur	take down
ivysaur	double-edge
ivysaur	growl
ivysaur	roar
ivysaur	strength
ivysaur	mega drain
ivysaur	leech seed
ivysaur	growth
ivysaur	razor leaf
ivysaur	solar beam
ivysaur	poison powder
ivysaur	sleep powder
ivysaur	petal dance
ivysaur	string shot
ivysaur	toxic
ivysaur	rage
ivysaur	mimic
ivysaur	double team
ivysaur	defense curl
ivysaur	light screen
ivysaur	reflect
ivysaur	bide
ivysaur	amnesia
ivysaur	flash
ivysaur	rest
ivysaur	substitute
golem	mega punch
golem	fire punch
golem	thunder punch
golem	mega kick
golem	sand attack
golem	headbutt
golem	tackle
golem	body slam
golem	take down
golem	double-edge
golem	roar
golem	flamethrower
golem	hyper beam
golem	submission
golem	counter
golem	seismic toss
golem	strength
golem	rock throw
golem	earthquake
golem	fissure
golem	dig
golem	toxic
golem	rage
golem	mimic
golem	double team
golem	harden
golem	defense curl
golem	bide
golem	metronome
golem	self-destruct
golem	fire blast
golem	explosion
golem	rest
golem	rock slide
golem	substitute
