PKAIM	383							"Buff, self"										"Debuff, Enemy"									Ailment					"Ailment, Volatile"								
Name	Type	PP	P.Accuracy	Power	Damage	Target	Priority	Atk	SpA	Def	SpD	Spe	Hitpoints	Evasion	Accuracy	Critical	S.Accuracy	Atk	SpA	Def	SpD	Spe	Hitpoints	Evasion	Accuracy	Critical	Burn	Freeze	Paralysis	Poison	Sleep	Confusion	Flinch	Identify	Infatuation	Lock On	Nightmare	P. Trap	Other	Description
surf	Water	15	100	95	2	6	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	It swamps the entire battlefield with a giant wave. It can also be used for crossing water.
swagger	Normal	15	100	---	0	1	0	0	0	0	0	0	0	0	0	0	90	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	---	"The user enrages the foe into confusion. However, it also sharply raises the foe's Attack stat."
swallow	Normal	10	---	---	0	0	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!SWALLOW	The power stored using the move Stockpile is absorbed by the user to heal its HP.
sweet kiss	Normal	10	100	---	0	1	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	---	"The user kisses the foe with a sweet, angelic cuteness that causes confusion."
sweet scent	Normal	20	100	---	0	5	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	"A sweet scent that lowers the foe's evasiveness. It also lures wild Pokémon if used in grass, etc."
swift	Normal	20	100	60	2	5	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Always-Hits	Star-shaped rays are shot at the foe. This attack never misses.
switcheroo	Dark	10	100	---	0	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!TRICK	The user trades held items with the foe faster than the eye can follow.
swords dance	Normal	30	---	---	0	0	0	2	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	A frenetic dance to uplift the fighting spirit. It sharply raises the user's Attack stat.
synthesis	Grass	5	---	---	0	0	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"ModHP(self,Always,0.5*self.maxHP*(currentWeather(sun)?1.33:1)*(currentWeather(hail|rain|sandstorm)?0.5:1)"	The user restores its own HP. The amount of HP regained varies with the weather.
tackle	Normal	35	95	35	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	A physical attack in which the user charges and slams into the foe with its whole body.
tail glow	Bug	20	---	---	0	0	0	0	2	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	"The user stares at flashing lights to focus its mind, sharply raising its Sp. Atk stat."
tail whip	Normal	30	100	---	0	3	0	0	0	0	0	0	0	0	0	0	100	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	"The user wags its tail cutely, making the foe less wary. The target's Defense stat is lowered."
tailwind	Flying	30	---	---	0	4	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!TAILWIND //temporary speed stat boost of 6?	The user whips up a turbulent whirlwind that ups the Speed of all party Pokémon for three turns.
take down	Normal	20	85	90	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"ModHP(self,always,dmg*0.25)"	"A reckless, full-body charge attack for slamming into the foe. It also damages the user a little."
taunt	Dark	20	100	---	0	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!TAUNT(3-5)	The foe is taunted into a rage that allows it to use only attack moves for two to four turns.
teeter dance	Normal	20	100	---	0	6	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	---	The user performs a wobbly dance that confuses all the Pokémon in battle.
thief	Dark	10	100	40	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!THIEF	The user attacks and steals the foe's held item simultaneously. It can't steal if the user holds an item.
thrash	Normal	20	100	90	1	3	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"lock-in(self,always,2-3);SetStatus(self,endOfEffect,confusion)"	"The user rampages and attacks for two to three turns. It then becomes confused, however."
thunder	Electric	10	70	120	2	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	---	A wicked thunderbolt is dropped on the foe to inflict damage. It may also leave the target paralyzed.
thunder fang	Electric	15	95	65	1	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	---	The user bites with electrified fangs. It may also make the foe flinch or become paralyzed.
thunder wave	Electric	20	100	---	0	1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	---	A weak electric charge is launched at the foe. It causes paralysis if it hits.
thunderbolt	Electric	15	100	95	2	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	---	A strong electric blast is loosed at the foe. It may also leave the foe paralyzed.
thunderpunch	Electric	15	100	75	1	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	---	The foe is punched with an electrified fist. It may leave the target with paralysis.
tickle	Normal	20	100	---	0	1	0	0	0	0	0	0	0	0	0	0	100	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	"The user tickles the foe into laughing, reducing its Attack and Defense stats."
torment	Dark	15	100	---	0	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!TORMENT	"The user torments and enrages the foe, making it incapable of using the same move twice in a row."
toxic	Poison	10	100	---	0	1	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	---	A move that leaves the target badly poisoned. Its poison damage worsens every turn.
toxic spikes	Poison	20	---	---	0	5	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!TOXICSPIKES	The user lays a trap of poison spikes at the foe's feet. They poison foes that switch into battle.
tri attack	Normal	10	100	80	2	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!TRI-ATTACK	"The user strikes with a simultaneous three-beam attack. May also paralyze, burn, or freeze the target."
trick	Psychic	10	100	---	0	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!TRICK	The user catches the foe off guard and swaps the foe's held item with its own.
trick room	Psychic	5	---	---	0	7	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SetEnvironment(trickroom,5)"	The user creates a bizarre area in which slower Pokémon get to move first for five turns.
trump card	Normal	5	---	Var	2	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!TRUMPCARD	"The fewer PP this move has, the more power it has for attack."
uproar	Normal	10	100	50	2	3	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"lock-in(self,always,5);UPROAR"	"The user attacks in an uproar for two to five turns. Over that time, no one can fall asleep."
u-turn	Bug	20	100	70	1	8	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!UTURN	"After making its attack, the user rushes back to switch places with a party Pokémon in waiting."
vacuum wave	Fighting	30	100	40	2	1	1	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The user whirls its fists to send a wave of pure vacuum at the foe. This move always goes first.
vital throw	Fighting	10	100	70	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Always-Hits	"The user allows the foe to attack first. In return, this throw move is guaranteed not to miss."
volt tackle	Electric	15	100	120	1	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"ModHP(self,onHit,-0.33*dmg)"	"The user electrifies itself, then charges at the foe. It causes considerable damage to the user as well."
wake-up slap	Fighting	10	100	60	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SetDMG(self,target.Status(asleep),2*dmg);SetStatus(target,target.Status(asleep),none)"	"This attack inflicts high damage on a sleeping foe. It also wakes the foe up, however."
water gun	Water	25	100	40	2	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The foe is blasted with a forceful shot of water.
water pulse	Water	20	100	60	2	1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The user attacks the foe with a pulsing blast of water. It may also confuse the foe.
water spout	Water	5	100	150	2	5	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SetDMG(self,Always, 150*self.%HP)"	"The user spouts water to damage the foe. The lower the user's HP, the less powerful it becomes."
waterfall	Water	15	100	80	1	1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	---	The user charges the foe at an awesome speed. It can also be used to climb a waterfall.
weather ball	Normal	10	100	50	2	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SetDMG(self,!environment(none),2*dmg);WEATHERBALL"	An attack move that varies in power and type depending on the weather.
whirlpool	Water	15	70	15	2	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	---	"The user traps the foe inside a fast, vicious whirlpool that lasts for two to five turns."
whirlwind	Normal	20	100	---	0	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FailIf(target.Ability(Suction Cups)|target.usedMove(Ingrain));!ROAR	"The foe is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends."
will-o-wisp	Fire	15	100	---	0	1	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	---	"The user shoots a sinister, bluish white flame at the foe to inflict a burn."
wing attack	Flying	35	100	60	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	"The foe is struck with large, imposing wings spread wide to inflict damage."
wish	Normal	10	---	---	0	0	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"delay(noImmortal,1);ModHP(self, 0.5*self.maxHP)"	A self-healing move. The user restores its own HP by up to half of its maximum HP in the next turn.
withdraw	Water	40	---	---	0	0	0	0	0	1	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	"The user withdraws its body into its hard shell, raising its Defense stat."
wood hammer	Grass	15	100	120	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"ModHP(self,onHit,0.33*dmg)"	The user slams its rugged body into the foe to attack. The user also sustains serious damage.
worry seed	Grass	10	100	---	0	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	!WORRYSEED	A seed that causes worry is planted on the foe. It prevents sleep by making its ability Insomnia.
wrap	Normal	20	85	15	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	---	A long body or vines are used to wrap and squeeze the foe for two to five turns.
wring out	Normal	5	100	Var	2	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SetDMG(self,always, 1+120*target.%HP)"	"The user powerfully wrings the foe. The more HP the foe has, the greater this attack's power."
x-scissor	Bug	15	100	80	1	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	---	The user slashes at the foe by crossing its scythes or claws as if they were a pair of scissors.
yawn	Normal	10	100	---	0	1	0	0	0	0	0	0	0	0	0	0	---	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"delay(noImmortal,1);failIf(switchesOut(target));SetStatus(target,always,sleep)"	The user lets loose a huge yawn that lulls the foe into falling asleep on the next turn.
zap cannon	Electric	5	50	120	2	1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	---	The user fires an electric blast like a cannon to inflict damage and cause paralysis.
zen headbutt	Psychic	15	90	80	1	1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	---	The user focuses its willpower to its head and rams the foe. It may also make the target flinch.
