PKAIZ	33982
Sandshrew	cut
Sandshrew	defense curl
Sandshrew	dig
Sandshrew	double team
Sandshrew	double-edge
Sandshrew	dynamicpunch
Sandshrew	earth power
Sandshrew	earthquake
Sandshrew	endure
Sandshrew	facade
Sandshrew	flail
Sandshrew	fling
Sandshrew	focus punch
Sandshrew	frustration
Sandshrew	fury cutter
Sandshrew	fury swipes
Sandshrew	gyro ball
Sandshrew	headbutt
Sandshrew	hidden power
Sandshrew	iron tail
Sandshrew	knock off
Sandshrew	metal claw
Sandshrew	mimic
Sandshrew	mud shot
Sandshrew	mud-slap
Sandshrew	natural gift
Sandshrew	night slash
Sandshrew	poison jab
Sandshrew	poison sting
Sandshrew	protect
Sandshrew	rapid spin
Sandshrew	rest
Sandshrew	return
Sandshrew	rock climb
Sandshrew	rock slide
Sandshrew	rock smash
Sandshrew	rock tomb
Sandshrew	rollout
Sandshrew	safeguard
Sandshrew	sand tomb
Sandshrew	sand-attack
Sandshrew	sandstorm
Sandshrew	scratch
Sandshrew	secret power
Sandshrew	seismic toss
Sandshrew	shadow claw
Sandshrew	slash
Sandshrew	sleep talk
Sandshrew	snore
Sandshrew	stealth rock
Sandshrew	strength
Sandshrew	substitute
Sandshrew	sunny day
Sandshrew	super fang
Sandshrew	swagger
Sandshrew	swift
Sandshrew	swords dance
Sandshrew	thief
Sandshrew	toxic
Sandshrew	x-scissor
Sandslash	aerial ace
Sandslash	attract
Sandslash	body slam
Sandslash	brick break
Sandslash	captivate
Sandslash	counter
Sandslash	crush claw
Sandslash	cut
Sandslash	defense curl
Sandslash	dig
Sandslash	double team
Sandslash	double-edge
Sandslash	dynamicpunch
Sandslash	earth power
Sandslash	earthquake
Sandslash	endure
Sandslash	facade
Sandslash	flail
Sandslash	fling
Sandslash	focus blast
Sandslash	focus punch
Sandslash	frustration
Sandslash	fury cutter
Sandslash	fury swipes
Sandslash	giga impact
Sandslash	gyro ball
Sandslash	headbutt
Sandslash	hidden power
Sandslash	hyper beam
Sandslash	iron tail
Sandslash	knock off
Sandslash	metal claw
Sandslash	mimic
Sandslash	mud shot
Sandslash	mud-slap
Sandslash	natural gift
Sandslash	night slash
Sandslash	poison jab
Sandslash	poison sting
Sandslash	protect
Sandslash	rapid spin
Sandslash	rest
Sandslash	return
Sandslash	rock climb
Sandslash	rock slide
Sandslash	rock smash
Sandslash	rock tomb
Sandslash	rollout
Sandslash	safeguard
Sandslash	sand tomb
Sandslash	sand-attack
Sandslash	sandstorm
Sandslash	scratch
Sandslash	secret power
Sandslash	seismic toss
Sandslash	shadow claw
Sandslash	slash
Sandslash	sleep talk
Sandslash	snore
Sandslash	stealth rock
Sandslash	stone edge
Sandslash	strength
Sandslash	substitute
Sandslash	sunny day
Sandslash	super fang
Sandslash	swagger
Sandslash	swift
Sandslash	swords dance
Sandslash	thief
Sandslash	toxic
Sandslash	x-scissor
Sceptile	absorb
Sceptile	aerial ace
Sceptile	agility
Sceptile	attract
Sceptile	body slam
Sceptile	brick break
Sceptile	bullet seed
Sceptile	captivate
Sceptile	counter
Sceptile	crunch
Sceptile	crush claw
Sceptile	cut
Sceptile	detect
Sceptile	dig
Sceptile	double kick
Sceptile	double team
Sceptile	double-edge
Sceptile	dragon claw
Sceptile	dragon pulse
Sceptile	dragonbreath
Sceptile	drain punch
Sceptile	dynamicpunch
Sceptile	earthquake
Sceptile	endeavor
Sceptile	endure
Sceptile	energy ball
Sceptile	facade
Sceptile	false swipe
Sceptile	flash
Sceptile	fling
Sceptile	focus blast
Sceptile	focus punch
Sceptile	frenzy plant
Sceptile	frustration
Sceptile	fury cutter
Sceptile	giga drain
Sceptile	giga impact
Sceptile	grass knot
Sceptile	grasswhistle
Sceptile	headbutt
Sceptile	hidden power
Sceptile	hyper beam
Sceptile	iron tail
Sceptile	leaf blade
Sceptile	leaf storm
Sceptile	leech seed
Sceptile	leer
Sceptile	low kick
Sceptile	magical leaf
Sceptile	mega drain
Sceptile	mega kick
Sceptile	mega punch
Sceptile	mimic
Sceptile	mud sport
Sceptile	mud-slap
Sceptile	natural gift
Sceptile	night slash
Sceptile	outrage
Sceptile	pound
Sceptile	protect
Sceptile	pursuit
Sceptile	quick attack
Sceptile	razor wind
Sceptile	rest
Sceptile	return
Sceptile	roar
Sceptile	rock climb
Sceptile	rock slide
Sceptile	rock smash
Sceptile	rock tomb
Sceptile	safeguard
Sceptile	screech
Sceptile	secret power
Sceptile	seed bomb
Sceptile	seismic toss
Sceptile	slam
Sceptile	sleep talk
Sceptile	snore
Sceptile	solarbeam
Sceptile	strength
Sceptile	substitute
Sceptile	sunny day
Sceptile	swagger
Sceptile	swift
Sceptile	swords dance
Sceptile	synthesis
Sceptile	thunderpunch
Sceptile	toxic
Sceptile	worry seed
Sceptile	x-scissor
Scizor	aerial ace
Scizor	agility
Scizor	air slash
Scizor	attract
Scizor	baton pass
Scizor	brick break
Scizor	bug bite
Scizor	bug buzz
Scizor	bullet punch
Scizor	captivate
Scizor	counter
Scizor	cut
Scizor	defog
Scizor	double hit
Scizor	double team
Scizor	double-edge
Scizor	endure
Scizor	facade
Scizor	false swipe
Scizor	feint
Scizor	flash cannon
Scizor	fling
Scizor	focus energy
Scizor	frustration
Scizor	fury cutter
Scizor	giga impact
Scizor	headbutt
Scizor	hidden power
Scizor	hyper beam
Scizor	iron defense
Scizor	iron head
Scizor	knock off
Scizor	leer
Scizor	light screen
Scizor	metal claw
Scizor	mimic
Scizor	morning sun
Scizor	natural gift
Scizor	night slash
Scizor	ominous wind
Scizor	protect
Scizor	pursuit
Scizor	quick attack
Scizor	rain dance
Scizor	razor wind
Scizor	rest
Scizor	return
Scizor	reversal
Scizor	rock smash
Scizor	roost
Scizor	safeguard
Scizor	sandstorm
Scizor	secret power
Scizor	silver wind
Scizor	slash
Scizor	sleep talk
Scizor	snore
Scizor	steel wing
Scizor	strength
Scizor	substitute
Scizor	sunny day
Scizor	superpower
Scizor	swagger
Scizor	swift
Scizor	swords dance
Scizor	tailwind
Scizor	thief
Scizor	toxic
Scizor	u-turn
Scizor	wing attack
Scizor	x-scissor
Scyther	aerial ace
Scyther	agility
Scyther	air slash
Scyther	attract
Scyther	baton pass
Scyther	brick break
Scyther	bug bite
Scyther	bug buzz
Scyther	captivate
Scyther	counter
Scyther	cut
Scyther	defog
Scyther	double hit
Scyther	double team
Scyther	double-edge
Scyther	endure
Scyther	facade
Scyther	false swipe
Scyther	feint
Scyther	focus energy
Scyther	frustration
Scyther	fury cutter
Scyther	giga impact
Scyther	headbutt
Scyther	hidden power
Scyther	hyper beam
Scyther	knock off
Scyther	leer
Scyther	light screen
Scyther	mimic
Scyther	morning sun
Scyther	natural gift
Scyther	night slash
Scyther	ominous wind
Scyther	protect
Scyther	pursuit
Scyther	quick attack
Scyther	rain dance
Scyther	razor wind
Scyther	rest
Scyther	return
Scyther	reversal
Scyther	rock smash
Scyther	roost
Scyther	safeguard
Scyther	secret power
Scyther	silver wind
Scyther	slash
Scyther	sleep talk
Scyther	snore
Scyther	steel wing
Scyther	substitute
Scyther	sunny day
Scyther	swagger
Scyther	swift
Scyther	swords dance
Scyther	tailwind
Scyther	thief
Scyther	toxic
Scyther	u-turn
Scyther	vacuum wave
Scyther	wing attack
Scyther	x-scissor
Seadra	agility
Seadra	attract
Seadra	aurora beam
Seadra	blizzard
Seadra	bounce
Seadra	brine
Seadra	bubble
Seadra	bubblebeam
Seadra	captivate
Seadra	disable
Seadra	dive
Seadra	double team
Seadra	double-edge
Seadra	dragon dance
Seadra	dragon pulse
Seadra	dragon rage
Seadra	dragonbreath
Seadra	endure
Seadra	facade
Seadra	flail
Seadra	flash cannon
Seadra	focus energy
Seadra	frustration
Seadra	giga impact
Seadra	hail
Seadra	headbutt
Seadra	hidden power
Seadra	hydro pump
Seadra	hyper beam
Seadra	ice beam
Seadra	icy wind
Seadra	leer
Seadra	mimic
Seadra	muddy water
Seadra	natural gift
Seadra	octazooka
Seadra	outrage
Seadra	protect
Seadra	rain dance
Seadra	razor wind
Seadra	rest
Seadra	return
Seadra	secret power
Seadra	signal beam
Seadra	sleep talk
Seadra	smokescreen
Seadra	snore
Seadra	splash
Seadra	substitute
Seadra	surf
Seadra	swagger
Seadra	swift
Seadra	toxic
Seadra	twister
Seadra	water gun
Seadra	water pulse
Seadra	waterfall
Seadra	whirlpool
Seaking	agility
Seaking	aqua ring
Seaking	aqua tail
Seaking	attract
Seaking	blizzard
Seaking	body slam
Seaking	bounce
Seaking	captivate
Seaking	dive
Seaking	double team
Seaking	double-edge
Seaking	endure
Seaking	facade
Seaking	flail
Seaking	frustration
Seaking	fury attack
Seaking	giga impact
Seaking	hail
Seaking	haze
Seaking	hidden power
Seaking	horn attack
Seaking	horn drill
Seaking	hydro pump
Seaking	hyper beam
Seaking	ice beam
Seaking	icy wind
Seaking	knock off
Seaking	megahorn
Seaking	mimic
Seaking	mud sport
Seaking	mud-slap
Seaking	natural gift
Seaking	peck
Seaking	poison jab
Seaking	protect
Seaking	psybeam
Seaking	rain dance
Seaking	rest
Seaking	return
Seaking	secret power
Seaking	sleep talk
Seaking	snore
Seaking	substitute
Seaking	supersonic
Seaking	surf
Seaking	swagger
Seaking	swift
Seaking	tail whip
Seaking	toxic
Seaking	water pulse
Seaking	water sport
Seaking	waterfall
Seaking	whirlpool
Sealeo	aqua ring
Sealeo	aqua tail
Sealeo	attract
Sealeo	aurora beam
Sealeo	blizzard
Sealeo	body slam
Sealeo	brine
Sealeo	captivate
Sealeo	charm
Sealeo	curse
Sealeo	defense curl
Sealeo	dive
Sealeo	double team
Sealeo	double-edge
Sealeo	earthquake
Sealeo	encore
Sealeo	endure
Sealeo	facade
Sealeo	fissure
Sealeo	frustration
Sealeo	growl
Sealeo	hail
Sealeo	headbutt
Sealeo	hidden power
Sealeo	ice ball
Sealeo	ice beam
Sealeo	icy wind
Sealeo	iron tail
Sealeo	mimic
Sealeo	mud-slap
Sealeo	natural gift
Sealeo	powder snow
Sealeo	protect
Sealeo	rain dance
Sealeo	rest
Sealeo	return
Sealeo	roar
Sealeo	rock slide
Sealeo	rock smash
Sealeo	rock tomb
Sealeo	rollout
Sealeo	secret power
Sealeo	sheer cold
Sealeo	signal beam
Sealeo	sleep talk
Sealeo	snore
Sealeo	spit up
Sealeo	stockpile
Sealeo	strength
Sealeo	substitute
Sealeo	super fang
Sealeo	surf
Sealeo	swagger
Sealeo	swallow
Sealeo	toxic
Sealeo	water gun
Sealeo	water pulse
Sealeo	water sport
Sealeo	waterfall
Sealeo	whirlpool
Sealeo	yawn
Seedot	amnesia
Seedot	attract
Seedot	bide
Seedot	body slam
Seedot	bullet seed
Seedot	captivate
Seedot	defense curl
Seedot	dig
Seedot	double team
Seedot	double-edge
Seedot	endure
Seedot	energy ball
Seedot	explosion
Seedot	facade
Seedot	false swipe
Seedot	flash
Seedot	frustration
Seedot	giga drain
Seedot	grass knot
Seedot	growth
Seedot	harden
Seedot	headbutt
Seedot	hidden power
Seedot	leech seed
Seedot	mimic
Seedot	nasty plot
Seedot	natural gift
Seedot	nature power
Seedot	power swap
Seedot	protect
Seedot	quick attack
Seedot	razor wind
Seedot	refresh
Seedot	rest
Seedot	return
Seedot	rock smash
Seedot	rollout
Seedot	secret power
Seedot	seed bomb
Seedot	selfdestruct
Seedot	shadow ball
Seedot	sleep talk
Seedot	snore
Seedot	solarbeam
Seedot	spite
Seedot	substitute
Seedot	sunny day
Seedot	swagger
Seedot	swift
Seedot	swords dance
Seedot	synthesis
Seedot	take down
Seedot	toxic
Seedot	worry seed
Seel	aqua jet
Seel	aqua ring
Seel	aqua tail
Seel	attract
Seel	aurora beam
Seel	blizzard
Seel	body slam
Seel	brine
Seel	captivate
Seel	disable
Seel	dive
Seel	double team
Seel	double-edge
Seel	encore
Seel	endure
Seel	facade
Seel	fake out
Seel	fling
Seel	frustration
Seel	growl
Seel	hail
Seel	headbutt
Seel	helping hand
Seel	hidden power
Seel	horn drill
Seel	ice beam
Seel	ice shard
Seel	icicle spear
Seel	icy wind
Seel	lick
Seel	mimic
Seel	natural gift
Seel	perish song
Seel	protect
Seel	rain dance
Seel	rest
Seel	return
Seel	safeguard
Seel	secret power
Seel	signal beam
Seel	slam
Seel	sleep talk
Seel	snore
Seel	spit up
Seel	stockpile
Seel	substitute
Seel	surf
Seel	swagger
Seel	swallow
Seel	take down
Seel	thief
Seel	toxic
Seel	water pulse
Seel	water sport
Seel	waterfall
Seel	whirlpool
Sentret	amnesia
Sentret	aqua tail
Sentret	assist
Sentret	attract
Sentret	baton pass
Sentret	body slam
Sentret	brick break
Sentret	captivate
Sentret	charge beam
Sentret	charm
Sentret	covet
Sentret	cut
Sentret	defense curl
Sentret	dig
Sentret	double team
Sentret	double-edge
Sentret	dynamicpunch
Sentret	endure
Sentret	facade
Sentret	fire punch
Sentret	flamethrower
Sentret	fling
Sentret	focus energy
Sentret	focus punch
Sentret	follow me
Sentret	foresight
Sentret	frustration
Sentret	fury cutter
Sentret	fury swipes
Sentret	grass knot
Sentret	headbutt
Sentret	helping hand
Sentret	hidden power
Sentret	hyper voice
Sentret	ice beam
Sentret	ice punch
Sentret	iron tail
Sentret	knock off
Sentret	last resort
Sentret	me first
Sentret	mimic
Sentret	mud-slap
Sentret	natural gift
Sentret	protect
Sentret	pursuit
Sentret	quick attack
Sentret	rain dance
Sentret	rest
Sentret	return
Sentret	reversal
Sentret	rollout
Sentret	scratch
Sentret	secret power
Sentret	shadow ball
Sentret	shadow claw
Sentret	shock wave
Sentret	slam
Sentret	slash
Sentret	sleep talk
Sentret	snore
Sentret	solarbeam
Sentret	substitute
Sentret	sucker punch
Sentret	sunny day
Sentret	super fang
Sentret	surf
Sentret	swagger
Sentret	swift
Sentret	thief
Sentret	thunderbolt
Sentret	thunderpunch
Sentret	toxic
Sentret	trick
Sentret	u-turn
Sentret	uproar
Sentret	water pulse
Sentret	whirlpool
Seviper	aqua tail
Seviper	assurance
Seviper	attract
Seviper	bite
Seviper	body slam
Seviper	captivate
Seviper	crunch
Seviper	dark pulse
Seviper	dig
Seviper	double team
Seviper	double-edge
Seviper	earthquake
Seviper	endure
Seviper	facade
Seviper	flamethrower
Seviper	frustration
Seviper	fury cutter
Seviper	giga drain
Seviper	glare
Seviper	haze
Seviper	headbutt
Seviper	hidden power
Seviper	iron tail
Seviper	knock off
Seviper	lick
Seviper	mimic
Seviper	mud-slap
Seviper	natural gift
Seviper	night slash
Seviper	payback
Seviper	poison fang
Seviper	poison jab
Seviper	poison tail
Seviper	protect
Seviper	rain dance
Seviper	rest
Seviper	return
Seviper	rock smash
Seviper	scary face
Seviper	screech
Seviper	secret power
Seviper	sleep talk
Seviper	sludge bomb
Seviper	snatch
Seviper	snore
Seviper	spit up
Seviper	stockpile
Seviper	strength
Seviper	substitute
Seviper	sucker punch
Seviper	sunny day
Seviper	swagger
Seviper	swallow
Seviper	swift
Seviper	switcheroo
Seviper	taunt
Seviper	thief
Seviper	toxic
Seviper	wrap
Seviper	wring out
Seviper	x-scissor
Sharpedo	agility
Sharpedo	ancientpower
Sharpedo	aqua jet
Sharpedo	assurance
Sharpedo	attract
Sharpedo	avalanche
Sharpedo	bite
Sharpedo	blizzard
Sharpedo	bounce
Sharpedo	brine
Sharpedo	captivate
Sharpedo	crunch
Sharpedo	dark pulse
Sharpedo	dive
Sharpedo	double team
Sharpedo	double-edge
Sharpedo	earthquake
Sharpedo	endure
Sharpedo	facade
Sharpedo	focus energy
Sharpedo	frustration
Sharpedo	fury cutter
Sharpedo	giga impact
Sharpedo	hail
Sharpedo	hidden power
Sharpedo	hydro pump
Sharpedo	hyper beam
Sharpedo	ice beam
Sharpedo	ice fang
Sharpedo	icy wind
Sharpedo	leer
Sharpedo	mimic
Sharpedo	mud-slap
Sharpedo	natural gift
Sharpedo	night slash
Sharpedo	payback
Sharpedo	poison jab
Sharpedo	protect
Sharpedo	rage
Sharpedo	rain dance
Sharpedo	refresh
Sharpedo	rest
Sharpedo	return
Sharpedo	roar
Sharpedo	rock smash
Sharpedo	rock tomb
Sharpedo	scary face
Sharpedo	screech
Sharpedo	secret power
Sharpedo	skull bash
Sharpedo	slash
Sharpedo	sleep talk
Sharpedo	snore
Sharpedo	spite
Sharpedo	strength
Sharpedo	substitute
Sharpedo	super fang
Sharpedo	surf
Sharpedo	swagger
Sharpedo	swift
Sharpedo	take down
Sharpedo	taunt
Sharpedo	thief
Sharpedo	thrash
Sharpedo	torment
Sharpedo	toxic
Sharpedo	uproar
Sharpedo	water pulse
Sharpedo	waterfall
Sharpedo	whirlpool
Sharpedo	zen headbutt
Shaymin	air cutter
Shaymin	air slash
Shaymin	aromatherapy
Shaymin	bullet seed
Shaymin	defense curl
Shaymin	double team
Shaymin	earth power
Shaymin	endeavor
Shaymin	endure
Shaymin	energy ball
Shaymin	facade
Shaymin	flash
Shaymin	frustration
Shaymin	giga drain
Shaymin	giga impact
Shaymin	grass knot
Shaymin	grasswhistle
Shaymin	growth
Shaymin	headbutt
Shaymin	healing wish
Shaymin	hidden power
Shaymin	hyper beam
Shaymin	last resort
Shaymin	leaf storm
Shaymin	leech seed
Shaymin	lucky chant
Shaymin	magical leaf
Shaymin	mud-slap
Shaymin	natural gift
Shaymin	ominous wind
Shaymin	protect
Shaymin	psych up
Shaymin	psychic
Shaymin	quick attack
Shaymin	rest
Shaymin	return
Shaymin	safeguard
Shaymin	secret power
Shaymin	seed bomb
Shaymin	seed flare
Shaymin	sleep talk
Shaymin	solarbeam
Shaymin	substitute
Shaymin	sunny day
Shaymin	swagger
Shaymin	sweet kiss
Shaymin	sweet scent
Shaymin	swift
Shaymin	swords dance
Shaymin	synthesis
Shaymin	tailwind
Shaymin	toxic
Shaymin	worry seed
Shaymin	zen headbutt
Shaymin-S	air cutter
Shaymin-S	air slash
Shaymin-S	aromatherapy
Shaymin-S	bullet seed
Shaymin-S	defense curl
Shaymin-S	double team
Shaymin-S	earth power
Shaymin-S	endeavor
Shaymin-S	endure
Shaymin-S	energy ball
Shaymin-S	facade
Shaymin-S	flash
Shaymin-S	frustration
Shaymin-S	giga drain
Shaymin-S	giga impact
Shaymin-S	grass knot
Shaymin-S	grasswhistle
Shaymin-S	growth
Shaymin-S	headbutt
Shaymin-S	healing wish
Shaymin-S	hidden power
Shaymin-S	hyper beam
Shaymin-S	last resort
Shaymin-S	leaf storm
Shaymin-S	leech seed
Shaymin-S	lucky chant
Shaymin-S	magical leaf
Shaymin-S	mud-slap
Shaymin-S	natural gift
Shaymin-S	ominous wind
Shaymin-S	protect
Shaymin-S	psych up
Shaymin-S	psychic
Shaymin-S	quick attack
Shaymin-S	rest
Shaymin-S	return
Shaymin-S	safeguard
Shaymin-S	secret power
Shaymin-S	seed bomb
Shaymin-S	seed flare
Shaymin-S	sleep talk
Shaymin-S	solarbeam
Shaymin-S	substitute
Shaymin-S	sunny day
Shaymin-S	swagger
Shaymin-S	sweet kiss
Shaymin-S	sweet scent
Shaymin-S	swift
Shaymin-S	swords dance
Shaymin-S	synthesis
Shaymin-S	tailwind
Shaymin-S	toxic
Shaymin-S	worry seed
Shaymin-S	zen headbutt
Shedinja	aerial ace
Shedinja	agility
Shedinja	bug bite
Shedinja	bug buzz
Shedinja	confuse ray
Shedinja	cut
Shedinja	dig
Shedinja	double team
Shedinja	double-edge
Shedinja	dream eater
Shedinja	endure
Shedinja	facade
Shedinja	faint attack
Shedinja	false swipe
Shedinja	flash
Shedinja	frustration
Shedinja	fury cutter
Shedinja	fury swipes
Shedinja	giga drain
Shedinja	giga impact
Shedinja	grudge
Shedinja	gust
Shedinja	harden
Shedinja	heal block
Shedinja	hidden power
Shedinja	hyper beam
Shedinja	leech life
Shedinja	metal claw
Shedinja	mimic
Shedinja	mind reader
Shedinja	mud-slap
Shedinja	natural gift
Shedinja	night slash
Shedinja	nightmare
Shedinja	protect
Shedinja	rest
Shedinja	return
Shedinja	sand-attack
Shedinja	sandstorm
Shedinja	scratch
Shedinja	screech
Shedinja	secret power
Shedinja	shadow ball
Shedinja	shadow claw
Shedinja	shadow sneak
Shedinja	silver wind
Shedinja	sleep talk
Shedinja	snore
Shedinja	solarbeam
Shedinja	spite
Shedinja	string shot
Shedinja	substitute
Shedinja	sucker punch
Shedinja	sunny day
Shedinja	swagger
Shedinja	thief
Shedinja	toxic
Shedinja	trick
Shedinja	will-o-wisp
Shedinja	x-scissor
Shelgon	aerial ace
Shelgon	attract
Shelgon	bite
Shelgon	body slam
Shelgon	brick break
Shelgon	captivate
Shelgon	crunch
Shelgon	cut
Shelgon	defense curl
Shelgon	double team
Shelgon	double-edge
Shelgon	draco meteor
Shelgon	dragon claw
Shelgon	dragon dance
Shelgon	dragon pulse
Shelgon	dragon rage
Shelgon	dragon rush
Shelgon	dragonbreath
Shelgon	ember
Shelgon	endure
Shelgon	facade
Shelgon	fire blast
Shelgon	fire fang
Shelgon	flamethrower
Shelgon	focus energy
Shelgon	frustration
Shelgon	fury cutter
Shelgon	headbutt
Shelgon	hidden power
Shelgon	hydro pump
Shelgon	iron defense
Shelgon	leer
Shelgon	mimic
Shelgon	mud-slap
Shelgon	natural gift
Shelgon	outrage
Shelgon	protect
Shelgon	rage
Shelgon	rain dance
Shelgon	rest
Shelgon	return
Shelgon	roar
Shelgon	rock slide
Shelgon	rock smash
Shelgon	rock tomb
Shelgon	rollout
Shelgon	scary face
Shelgon	secret power
Shelgon	shadow claw
Shelgon	sleep talk
Shelgon	snore
Shelgon	strength
Shelgon	substitute
Shelgon	sunny day
Shelgon	swagger
Shelgon	thrash
Shelgon	toxic
Shelgon	twister
Shelgon	wish
Shelgon	zen headbutt
Shellder	attract
Shellder	aurora beam
Shellder	barrier
Shellder	blizzard
Shellder	brine
Shellder	bubblebeam
Shellder	captivate
Shellder	clamp
Shellder	dive
Shellder	double team
Shellder	double-edge
Shellder	endure
Shellder	explosion
Shellder	facade
Shellder	frustration
Shellder	hail
Shellder	hidden power
Shellder	ice beam
Shellder	ice shard
Shellder	icicle spear
Shellder	icy wind
Shellder	iron defense
Shellder	leer
Shellder	mimic
Shellder	mud shot
Shellder	natural gift
Shellder	payback
Shellder	protect
Shellder	rain dance
Shellder	rapid spin
Shellder	refresh
Shellder	rest
Shellder	return
Shellder	rock blast
Shellder	screech
Shellder	secret power
Shellder	selfdestruct
Shellder	sleep talk
Shellder	snore
Shellder	substitute
Shellder	supersonic
Shellder	surf
Shellder	swagger
Shellder	swift
Shellder	tackle
Shellder	take down
Shellder	toxic
Shellder	water pulse
Shellder	whirlpool
Shellder	withdraw
Shellos	amnesia
Shellos	ancientpower
Shellos	attract
Shellos	blizzard
Shellos	body slam
Shellos	brine
Shellos	captivate
Shellos	counter
Shellos	curse
Shellos	dive
Shellos	double team
Shellos	earth power
Shellos	endure
Shellos	facade
Shellos	fissure
Shellos	frustration
Shellos	hail
Shellos	harden
Shellos	headbutt
Shellos	hidden power
Shellos	ice beam
Shellos	icy wind
Shellos	memento
Shellos	mirror coat
Shellos	mud bomb
Shellos	mud sport
Shellos	muddy water
Shellos	mud-slap
Shellos	natural gift
Shellos	pain split
Shellos	protect
Shellos	rain dance
Shellos	recover
Shellos	rest
Shellos	return
Shellos	secret power
Shellos	sleep talk
Shellos	snore
Shellos	spit up
Shellos	stockpile
Shellos	string shot
Shellos	substitute
Shellos	surf
Shellos	swagger
Shellos	swallow
Shellos	toxic
Shellos	water pulse
Shellos	whirlpool
Shellos	yawn
Shieldon	ancientpower
Shieldon	attract
Shieldon	blizzard
Shieldon	body slam
Shieldon	captivate
Shieldon	counter
Shieldon	curse
Shieldon	dig
Shieldon	double team
Shieldon	double-edge
Shieldon	earth power
Shieldon	earthquake
Shieldon	endure
Shieldon	facade
Shieldon	fire blast
Shieldon	fissure
Shieldon	flamethrower
Shieldon	flash cannon
Shieldon	focus energy
Shieldon	frustration
Shieldon	headbutt
Shieldon	hidden power
Shieldon	ice beam
Shieldon	iron defense
Shieldon	iron head
Shieldon	iron tail
Shieldon	magnet rise
Shieldon	metal burst
Shieldon	metal sound
Shieldon	mud-slap
Shieldon	natural gift
Shieldon	protect
Shieldon	rain dance
Shieldon	rest
Shieldon	return
Shieldon	roar
Shieldon	rock blast
Shieldon	rock polish
Shieldon	rock slide
Shieldon	rock smash
Shieldon	rock tomb
Shieldon	sandstorm
Shieldon	scary face
Shieldon	screech
Shieldon	secret power
Shieldon	shock wave
Shieldon	sleep talk
Shieldon	snore
Shieldon	stealth rock
Shieldon	stone edge
Shieldon	strength
Shieldon	substitute
Shieldon	sunny day
Shieldon	swagger
Shieldon	tackle
Shieldon	take down
Shieldon	taunt
Shieldon	thunder
Shieldon	thunderbolt
Shieldon	torment
Shieldon	toxic
Shiftry	aerial ace
Shiftry	air cutter
Shiftry	amnesia
Shiftry	attract
Shiftry	bide
Shiftry	body slam
Shiftry	bounce
Shiftry	brick break
Shiftry	bullet seed
Shiftry	captivate
Shiftry	cut
Shiftry	dark pulse
Shiftry	defense curl
Shiftry	defog
Shiftry	dig
Shiftry	double team
Shiftry	double-edge
Shiftry	embargo
Shiftry	endure
Shiftry	energy ball
Shiftry	explosion
Shiftry	extrasensory
Shiftry	facade
Shiftry	faint attack
Shiftry	fake out
Shiftry	false swipe
Shiftry	flash
Shiftry	fling
Shiftry	focus blast
Shiftry	frustration
Shiftry	fury cutter
Shiftry	giga drain
Shiftry	giga impact
Shiftry	grass knot
Shiftry	growth
Shiftry	harden
Shiftry	headbutt
Shiftry	hidden power
Shiftry	hyper beam
Shiftry	icy wind
Shiftry	knock off
Shiftry	leaf storm
Shiftry	leech seed
Shiftry	low kick
Shiftry	mega kick
Shiftry	mimic
Shiftry	mud-slap
Shiftry	nasty plot
Shiftry	natural gift
Shiftry	nature power
Shiftry	ominous wind
Shiftry	payback
Shiftry	pound
Shiftry	power swap
Shiftry	protect
Shiftry	psych up
Shiftry	quick attack
Shiftry	razor leaf
Shiftry	razor wind
Shiftry	refresh
Shiftry	rest
Shiftry	return
Shiftry	rock slide
Shiftry	rock smash
Shiftry	rock tomb
Shiftry	rollout
Shiftry	secret power
Shiftry	seed bomb
Shiftry	selfdestruct
Shiftry	shadow ball
Shiftry	silver wind
Shiftry	sleep talk
Shiftry	snore
Shiftry	solarbeam
Shiftry	spite
Shiftry	strength
Shiftry	substitute
Shiftry	sucker punch
Shiftry	sunny day
Shiftry	swagger
Shiftry	swift
Shiftry	swords dance
Shiftry	synthesis
Shiftry	tailwind
Shiftry	take down
Shiftry	thief
Shiftry	torment
Shiftry	toxic
Shiftry	twister
Shiftry	whirlwind
Shiftry	worry seed
Shiftry	x-scissor
Shinx	attract
Shinx	bite
Shinx	captivate
Shinx	charge
Shinx	charge beam
Shinx	crunch
Shinx	discharge
Shinx	double team
Shinx	endure
Shinx	facade
Shinx	fire fang
Shinx	flash
Shinx	frustration
Shinx	fury cutter
Shinx	headbutt
Shinx	hidden power
Shinx	howl
Shinx	ice fang
Shinx	iron tail
Shinx	leer
Shinx	light screen
Shinx	magnet rise
Shinx	mud-slap
Shinx	natural gift
Shinx	night slash
Shinx	protect
Shinx	quick attack
Shinx	rain dance
Shinx	rest
Shinx	return
Shinx	roar
Shinx	scary face
Shinx	secret power
Shinx	shock wave
Shinx	signal beam
Shinx	sleep talk
Shinx	snore
Shinx	spark
Shinx	strength
Shinx	substitute
Shinx	swagger
Shinx	swift
Shinx	tackle
Shinx	take down
Shinx	thief
Shinx	thunder
Shinx	thunder fang
Shinx	thunder wave
Shinx	thunderbolt
Shinx	toxic
Shroomish	absorb
Shroomish	attract
Shroomish	body slam
Shroomish	bullet seed
Shroomish	captivate
Shroomish	charm
Shroomish	double team
Shroomish	double-edge
Shroomish	endure
Shroomish	energy ball
Shroomish	facade
Shroomish	fake tears
